cpf_em_texto_14,cartao_mascarado,data,hora,valor,estabelecimento,ramo,tipo_transacao,adquirente,status
059.268.374-56,408199******4521,2026-03-12,14:04:33,76.78,Google,Tecnologia,Online,PagSeguro,Aprovada
183.469.702-69,411166******0745,2026-01-28,03:25:52,71.67,Netshoes,Varejo,Online,Stone,Aprovada
839.612.540-60,449070******3542,2026-04-20,11:00:41,60.76,Carrefour,Supermercado,Presencial,PagSeguro,Aprovada
326.971.508-03,462287******4985,2026-05-30,17:37:00,36.71,Apple,Tecnologia,Presencial,PagSeguro,Aprovada
460.921.375-34,427006******0256,2026-05-25,00:09:52,21.34,Shell,Combustível,Online,Cielo,Aprovada
473.105.268-80,486995******2953,2026-01-15,19:52:12,80.51,Amazon BR,E-commerce,Presencial,Cielo,Negada
790.431.625-07,410991******4442,2026-03-24,11:36:55,182.2,Carrefour,Supermercado,Presencial,Cielo,Aprovada
192.786.435-64,475848******0430,2026-03-20,18:28:15,32.85,PlayStation,Games,Online,Stone,Aprovada
839.067.241-31,420272******6422,2026-02-05,21:44:00,18.54,Apple,Tecnologia,Online,Getnet,Negada
796.815.432-46,455189******7952,2026-03-02,11:52:35,30.37,Shell,Combustível,Online,Rede,Negada
652.389.041-42,453433******7215,2026-02-15,16:09:40,28.38,Carrefour,Supermercado,Presencial,Rede,Aprovada
046.581.372-08,444400******5105,2026-04-16,20:13:10,37.11,Drogasil,Farmácia,Presencial,PagSeguro,Aprovada
657.301.948-20,417725******5323,2026-03-29,13:15:57,24.2,Mercado Livre,E-commerce,Presencial,Cielo,Aprovada
967.025.318-77,466994******6137,2026-01-11,15:52:37,61.74,Mercado Livre,E-commerce,Presencial,Cielo,Aprovada
659.207.413-25,490510******8572,2026-06-07,16:56:50,51.77,Renner,Varejo,Online,Rede,Aprovada
750.981.326-30,458687******0791,2026-05-10,19:57:00,22.62,Drogasil,Farmácia,Presencial,Stone,Aprovada
527.931.406-43,488701******2563,2026-02-07,03:55:43,29.12,Magalu,Varejo,Online,Getnet,Aprovada
427.850.396-29,467926******5132,2026-03-26,19:40:10,26.13,Shell,Combustível,Online,PagSeguro,Aprovada
572.314.869-91,433707******8758,2026-03-12,02:12:16,60.37,Amazon BR,E-commerce,Presencial,Cielo,Aprovada
481.259.076-02,462820******6675,2026-05-20,23:12:14,32.79,Spotify,Assinaturas,Presencial,Stone,Aprovada
056.289.471-30,404488******3814,2026-03-09,04:35:43,20.77,Drogasil,Farmácia,Presencial,Getnet,Aprovada
234.501.986-70,457121******1843,2026-06-28,00:08:40,41.13,Steam,Games,Presencial,Getnet,Aprovada
056.289.471-30,404488******3814,2026-06-08,06:42:34,696.24,PlayStation,Games,Online,Stone,Aprovada
273.685.109-95,448237******8777,2026-04-13,18:18:00,103.2,PlayStation,Games,Online,Rede,Aprovada
405.137.698-20,464816******4899,2026-03-15,20:42:02,11.68,Steam,Games,Online,Cielo,Aprovada
471.859.063-93,433595******2595,2026-05-18,13:59:15,64.57,Raia,Farmácia,Online,Cielo,Aprovada
102.674.853-44,487039******7417,2026-01-17,03:09:56,272.23,Uber,Mobilidade,Online,Stone,Aprovada
647.839.215-55,424870******4238,2026-01-31,05:58:10,85.68,Decathlon,Esportes,Online,Cielo,Aprovada
856.370.421-44,493110******7727,2026-02-04,04:37:47,82.53,Netshoes,Varejo,Presencial,Getnet,Negada
560.819.243-51,439172******2010,2026-01-20,02:00:40,30.15,Booking,Viagens,Online,Cielo,Aprovada
790.431.625-07,410991******4442,2026-02-20,00:46:00,21.73,Netshoes,Varejo,Online,Getnet,Aprovada
419.257.368-73,475320******5675,2026-05-16,11:20:07,17.45,Magalu,Varejo,Presencial,PagSeguro,Aprovada
965.032.178-03,430663******4314,2026-05-11,21:39:02,17.46,Eletrônicos Y,Tecnologia,Presencial,Stone,Aprovada
621.985.074-20,467151******5579,2026-03-28,18:48:06,37.31,Apple,Tecnologia,Presencial,Stone,Aprovada
510.367.982-59,450722******8029,2026-03-26,13:08:53,26.28,Decathlon,Esportes,Presencial,Stone,Aprovada
965.471.302-07,483195******8635,2026-04-20,10:35:30,17.92,Netshoes,Varejo,Online,PagSeguro,Aprovada
208.645.971-85,400525******4512,2026-04-30,00:42:55,137.98,Raia,Farmácia,Online,Cielo,Aprovada
875.246.913-19,438940******1384,2026-01-30,15:56:07,37.61,Renner,Varejo,Online,Cielo,Aprovada
784.130.952-04,468554******3369,2026-06-10,13:53:52,34.13,Carrefour,Supermercado,Presencial,Cielo,Aprovada
046.157.892-11,497912******6148,2026-04-24,06:18:58,17.18,Apple,Tecnologia,Presencial,Rede,Aprovada
289.463.571-00,473039******3014,2026-06-11,07:54:24,40.57,Decathlon,Esportes,Online,Cielo,Aprovada
924.165.708-11,465832******3525,2026-05-22,18:44:53,112.43,Renner,Varejo,Presencial,Rede,Aprovada
745.603.982-83,454560******5715,2026-05-01,04:56:47,44.03,Magalu,Varejo,Presencial,Stone,Aprovada
851.430.672-35,408442******9658,2026-05-14,04:46:19,14.04,Booking,Viagens,Presencial,Getnet,Aprovada
675.031.928-95,438580******2402,2026-05-22,05:53:00,8.0,Steam,Games,Presencial,Stone,Aprovada
614.785.093-84,408278******5267,2026-05-01,11:18:48,52.26,Shell,Combustível,Presencial,Stone,Aprovada
960.321.754-99,497957******9255,2026-03-27,08:43:35,9.15,Magalu,Varejo,Presencial,Cielo,Aprovada
843.095.271-32,471324******9279,2026-02-08,00:37:50,29.42,Decathlon,Esportes,Presencial,Cielo,Aprovada
062.958.134-70,453468******9725,2026-02-08,02:56:53,64.2,Shell,Combustível,Online,Cielo,Negada
641.089.573-93,411281******9986,2026-04-28,08:12:46,10.8,Uber,Mobilidade,Presencial,Stone,Aprovada
465.790.821-94,409536******8943,2026-06-28,03:43:32,40.27,Drogasil,Farmácia,Presencial,Cielo,Aprovada
529.816.043-33,485962******6739,2026-06-21,10:05:00,16.3,Drogasil,Farmácia,Presencial,Cielo,Aprovada
019.542.863-33,412774******8911,2026-05-22,18:45:08,101.57,Shell,Combustível,Presencial,Stone,Aprovada
654.091.827-58,487068******6784,2026-02-14,16:45:03,90.21,Amazon BR,E-commerce,Online,Rede,Negada
651.409.387-66,431223******0493,2026-05-30,18:06:46,122.5,iFood,Alimentação,Presencial,Cielo,Aprovada
421.956.708-94,448490******5914,2026-06-06,10:21:28,105.36,Mercado Livre,E-commerce,Presencial,Stone,Aprovada
813.576.490-10,487928******1020,2026-06-05,05:11:48,20.77,iFood,Alimentação,Online,Stone,Aprovada
985.347.216-37,431328******6820,2026-06-15,17:53:02,94.56,Amazon BR,E-commerce,Presencial,Getnet,Aprovada
814.652.097-94,430581******0057,2026-02-15,11:56:56,53.38,Loja Online X,E-commerce,Presencial,Getnet,Aprovada
130.826.947-13,438118******1472,2026-03-25,09:01:31,20.36,Pão de Açúcar,Supermercado,Online,Stone,Aprovada
034.782.659-83,442947******1081,2026-05-24,23:48:50,12.35,Raia,Farmácia,Presencial,Getnet,Aprovada
290.347.561-06,458980******0969,2026-04-24,11:42:51,61.27,Decathlon,Esportes,Presencial,Getnet,Aprovada
680.543.972-83,457581******6319,2026-02-25,14:21:18,55.34,Shell,Combustível,Presencial,Stone,Aprovada
468.729.051-58,430502******5702,2026-06-03,21:26:01,24.37,Mercado Livre,E-commerce,Online,Rede,Aprovada
932.540.876-74,406753******9123,2026-06-16,02:03:21,84.53,Google,Tecnologia,Presencial,Rede,Aprovada
138.250.946-42,490323******0666,2026-04-13,09:45:17,167.13,Pão de Açúcar,Supermercado,Presencial,Stone,Aprovada
349.065.728-47,498176******5333,2026-02-10,05:44:19,22.62,iFood,Alimentação,Online,Getnet,Aprovada
253.160.874-53,451497******0219,2026-03-09,15:52:17,30.04,LATAM,Viagens,Presencial,PagSeguro,Aprovada
108.974.263-04,413059******7701,2026-04-15,14:15:28,20.97,Carrefour,Supermercado,Presencial,Getnet,Aprovada
427.850.396-29,467926******5132,2026-01-21,11:23:33,50.32,Drogasil,Farmácia,Online,PagSeguro,Aprovada
920.345.716-06,466856******5197,2026-04-23,20:37:42,93.1,Renner,Varejo,Online,Stone,Aprovada
529.341.806-89,450881******6024,2026-05-18,05:33:48,23.62,Magalu,Varejo,Presencial,Rede,Negada
215.760.398-03,466631******9817,2026-02-06,04:33:32,45.76,Uber,Mobilidade,Online,Cielo,Aprovada
294.871.536-91,465963******8766,2026-02-11,15:12:17,51.54,PlayStation,Games,Presencial,Getnet,Aprovada
493.157.086-01,428799******6812,2026-01-05,09:52:38,21.83,Apple,Tecnologia,Presencial,Getnet,Aprovada
786.509.132-02,441767******2863,2026-03-26,21:30:35,9.89,Google,Tecnologia,Online,PagSeguro,Aprovada
345.602.871-71,429907******9833,2026-04-12,23:32:22,25.38,Google,Tecnologia,Presencial,Cielo,Aprovada
209.643.857-83,410282******5121,2026-01-14,15:40:23,52.96,Amazon BR,E-commerce,Presencial,Getnet,Aprovada
236.480.719-04,490251******0569,2026-04-09,00:14:10,114.51,Pão de Açúcar,Supermercado,Online,Rede,Aprovada
583.096.147-48,417228******8876,2026-02-02,10:48:59,32.92,Uber,Mobilidade,Presencial,Getnet,Aprovada
985.347.216-37,431328******6820,2026-01-23,07:39:19,35.27,Mercado Livre,E-commerce,Presencial,Rede,Aprovada
685.039.274-38,432170******9563,2026-03-31,02:05:40,49.88,Raia,Farmácia,Online,Rede,Aprovada
964.583.017-66,430959******2778,2026-03-08,18:49:01,22.59,Spotify,Assinaturas,Online,PagSeguro,Aprovada
982.367.504-00,458411******8047,2026-06-26,07:21:42,57.27,Apple,Tecnologia,Online,Getnet,Aprovada
145.230.768-71,426104******1076,2026-05-27,14:09:57,44.0,PlayStation,Games,Presencial,Cielo,Aprovada
156.287.409-85,425245******2515,2026-03-18,13:35:17,82.0,LATAM,Viagens,Presencial,Getnet,Aprovada
084.367.251-07,435287******6520,2026-02-12,08:43:47,30.01,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
091.764.823-40,461402******7408,2026-01-18,03:12:02,28.33,Google,Tecnologia,Presencial,Getnet,Aprovada
047.982.163-13,450205******3451,2026-04-23,01:39:20,95.82,Shell,Combustível,Presencial,Rede,Aprovada
697.305.128-68,448708******7113,2026-01-09,08:34:25,50.23,Spotify,Assinaturas,Presencial,Rede,Aprovada
650.374.192-80,461184******2187,2026-01-06,04:45:59,25.88,Netshoes,Varejo,Presencial,Getnet,Aprovada
106.345.278-35,453150******5503,2026-05-23,11:22:37,79.14,Apple,Tecnologia,Online,Getnet,Aprovada
683.492.017-03,430408******0137,2026-04-09,14:05:56,52.45,Pão de Açúcar,Supermercado,Presencial,Cielo,Aprovada
258.349.017-60,482663******5390,2026-05-04,01:55:10,85.28,Carrefour,Supermercado,Presencial,Rede,Aprovada
072.415.386-17,425408******2614,2026-04-10,01:07:42,54.23,Uber,Mobilidade,Presencial,Getnet,Aprovada
467.032.598-10,427721******3000,2026-03-31,12:14:22,70.02,Loja Online X,E-commerce,Online,Cielo,Aprovada
329.678.041-69,472190******9517,2026-01-12,01:01:07,29.75,Netshoes,Varejo,Presencial,Getnet,Aprovada
208.394.561-15,495841******0415,2026-01-25,10:30:27,54.92,Apple,Tecnologia,Presencial,Stone,Aprovada
328.901.645-51,416800******0158,2026-02-27,08:37:54,91.3,Apple,Tecnologia,Online,Rede,Aprovada
650.374.192-80,461184******2187,2026-04-02,19:52:51,19.0,Netshoes,Varejo,Online,Getnet,Aprovada
012.346.958-98,407178******5507,2026-03-01,07:09:55,23.56,PlayStation,Games,Presencial,Rede,Aprovada
614.793.820-78,494411******2341,2026-01-06,14:02:51,62.63,Renner,Varejo,Presencial,PagSeguro,Aprovada
961.278.530-95,417782******9050,2026-04-12,00:49:48,68.44,Raia,Farmácia,Presencial,Cielo,Aprovada
561.289.703-03,467186******0726,2026-02-08,12:08:31,14.45,Booking,Viagens,Presencial,Getnet,Aprovada
516.387.240-08,428455******1831,2026-04-20,20:38:12,51.8,Decathlon,Esportes,Online,Cielo,Aprovada
673.589.402-29,495263******3496,2026-05-06,22:35:12,35.27,Amazon BR,E-commerce,Presencial,Stone,Aprovada
945.610.278-58,429776******3039,2026-05-30,04:08:03,26.84,Raia,Farmácia,Presencial,PagSeguro,Aprovada
650.374.192-80,461184******2187,2026-02-20,14:18:12,34.91,Spotify,Assinaturas,Presencial,PagSeguro,Aprovada
182.764.953-46,409643******6039,2026-03-27,12:46:45,52.42,Decathlon,Esportes,Presencial,Rede,Aprovada
015.396.284-42,410161******6407,2026-05-18,21:34:18,95.74,iFood,Alimentação,Presencial,Rede,Aprovada
286.091.573-77,406781******8587,2026-05-20,21:44:59,61.15,Google,Tecnologia,Presencial,PagSeguro,Aprovada
587.306.291-95,455095******8106,2026-04-14,09:52:13,105.27,Raia,Farmácia,Presencial,Rede,Negada
340.618.957-10,485437******6870,2026-01-14,01:14:50,56.09,Apple,Tecnologia,Presencial,Cielo,Aprovada
872.541.039-32,401552******5238,2026-03-18,05:00:53,34.17,Renner,Varejo,Presencial,Getnet,Negada
280.419.563-51,454672******1373,2026-01-30,22:54:47,119.67,Netshoes,Varejo,Online,Rede,Aprovada
290.756.183-95,489464******0020,2026-02-03,01:42:29,48.23,Apple,Tecnologia,Presencial,PagSeguro,Aprovada
249.061.738-96,439367******8708,2026-02-17,10:06:20,10.16,Apple,Tecnologia,Online,Stone,Aprovada
214.369.850-05,452266******7429,2026-05-13,11:20:22,24.28,Steam,Games,Presencial,Stone,Aprovada
281.647.395-37,436597******5205,2026-03-29,01:20:21,67.83,Amazon BR,E-commerce,Online,Rede,Aprovada
159.248.073-04,420020******1944,2026-03-10,04:22:50,36.14,Raia,Farmácia,Presencial,Stone,Aprovada
685.039.274-38,432170******9563,2026-03-26,04:14:45,23.76,Renner,Varejo,Presencial,Cielo,Aprovada
183.769.542-37,452951******3837,2026-06-15,08:34:42,19.35,PlayStation,Games,Online,Stone,Aprovada
735.948.612-28,453787******1916,2026-06-12,18:07:58,39.07,Shell,Combustível,Presencial,PagSeguro,Aprovada
958.402.167-20,408920******1623,2026-06-25,17:52:38,37.66,LATAM,Viagens,Presencial,Getnet,Negada
059.268.374-56,408199******4521,2026-06-20,12:09:06,11.64,Mercado Livre,E-commerce,Presencial,Stone,Aprovada
369.710.825-59,487068******2228,2026-02-01,22:57:59,72.54,Netshoes,Varejo,Presencial,Getnet,Aprovada
645.381.720-90,441096******8595,2026-04-14,13:55:01,42.67,LATAM,Viagens,Presencial,Cielo,Aprovada
831.046.725-71,419558******4082,2026-05-06,09:53:00,128.42,Google,Tecnologia,Presencial,PagSeguro,Aprovada
184.652.097-58,475454******1710,2026-06-20,03:38:37,26.24,Amazon BR,E-commerce,Presencial,Getnet,Aprovada
934.867.502-83,405995******0824,2026-03-16,21:29:30,13.43,Loja Online X,E-commerce,Presencial,Cielo,Aprovada
572.314.869-91,433707******8758,2026-01-03,00:27:14,53.69,Eletrônicos Y,Tecnologia,Online,Cielo,Aprovada
702.315.894-41,430060******7209,2026-03-10,00:14:13,32.14,Booking,Viagens,Presencial,PagSeguro,Aprovada
901.837.624-87,459166******2656,2026-02-17,07:36:23,15.19,Netshoes,Varejo,Presencial,Cielo,Negada
745.619.803-93,490644******3292,2026-05-05,19:58:01,23.0,Raia,Farmácia,Online,Getnet,Aprovada
562.890.417-11,406602******3403,2026-01-06,04:04:30,37.8,Amazon BR,E-commerce,Presencial,PagSeguro,Aprovada
542.607.918-85,469363******4529,2026-01-28,14:51:29,26.26,Magalu,Varejo,Presencial,Rede,Aprovada
754.618.023-62,403536******4614,2026-06-20,04:30:40,39.96,Decathlon,Esportes,Online,Stone,Aprovada
580.792.143-79,454093******5411,2026-05-29,00:57:16,164.65,Loja Online X,E-commerce,Online,Getnet,Aprovada
014.596.723-99,489085******9779,2026-06-02,01:50:36,1572.55,PlayStation,Games,Online,PagSeguro,Aprovada
431.805.697-00,402749******9451,2026-06-21,22:39:31,48.41,Netshoes,Varejo,Presencial,Rede,Aprovada
192.604.387-13,471087******2010,2026-02-19,08:10:41,137.77,Booking,Viagens,Presencial,Cielo,Aprovada
317.820.594-23,418622******8986,2026-02-09,05:02:30,85.42,Loja Online X,E-commerce,Presencial,Stone,Aprovada
027.685.314-80,498962******5390,2026-03-26,17:24:39,59.94,Booking,Viagens,Presencial,PagSeguro,Negada
326.081.459-06,412795******2572,2026-02-01,17:49:32,32.77,Apple,Tecnologia,Presencial,Cielo,Aprovada
745.619.803-93,490644******3292,2026-05-30,08:21:47,30.91,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
786.213.945-37,480920******9431,2026-04-14,00:09:11,19.53,Apple,Tecnologia,Presencial,Getnet,Aprovada
172.634.895-46,443957******5672,2026-04-17,07:48:55,38.47,Google,Tecnologia,Presencial,Stone,Aprovada
325.061.894-24,424703******4701,2026-06-27,12:52:26,16.02,Amazon BR,E-commerce,Online,Stone,Aprovada
659.078.243-10,439419******1298,2026-06-18,19:30:41,25.78,Steam,Games,Online,Getnet,Aprovada
518.049.726-49,428218******4462,2026-06-15,03:53:57,66.1,Amazon BR,E-commerce,Presencial,PagSeguro,Aprovada
539.240.671-80,427330******7698,2026-01-08,03:25:37,42.0,Netshoes,Varejo,Presencial,Cielo,Aprovada
430.796.528-00,491577******3291,2026-02-07,04:35:14,52.29,Loja Online X,E-commerce,Online,PagSeguro,Aprovada
183.769.542-37,452951******3837,2026-06-18,18:29:21,28.63,Spotify,Assinaturas,Presencial,PagSeguro,Aprovada
913.750.264-61,423852******7028,2026-02-01,22:26:16,9.59,Loja Online X,E-commerce,Presencial,Cielo,Aprovada
059.843.267-10,459029******3289,2026-06-15,22:01:19,64.67,Magalu,Varejo,Presencial,Rede,Aprovada
425.108.693-70,411659******2799,2026-04-23,17:13:40,52.86,Steam,Games,Presencial,Stone,Aprovada
159.248.073-04,420020******1944,2026-05-15,22:30:34,48.19,Spotify,Assinaturas,Presencial,Rede,Aprovada
286.507.149-94,494442******3857,2026-01-28,02:39:34,54.26,Renner,Varejo,Presencial,Rede,Aprovada
810.625.473-90,401585******5873,2026-03-01,01:30:52,15.14,LATAM,Viagens,Presencial,Getnet,Negada
806.215.493-98,424966******7193,2026-03-14,07:00:55,76.41,Amazon BR,E-commerce,Presencial,PagSeguro,Aprovada
703.582.469-38,466512******4976,2026-05-24,17:23:39,24.24,Uber,Mobilidade,Online,Getnet,Aprovada
072.514.936-16,463239******0933,2026-04-13,16:08:46,60.29,Booking,Viagens,Online,PagSeguro,Aprovada
647.238.509-29,476753******4955,2026-03-16,11:16:40,25.15,Eletrônicos Y,Tecnologia,Presencial,PagSeguro,Aprovada
512.436.870-53,454251******5454,2026-03-26,03:42:09,23.23,Mercado Livre,E-commerce,Presencial,Getnet,Aprovada
376.528.140-90,401029******8608,2026-01-03,14:10:24,29.19,Loja Online X,E-commerce,Online,Stone,Aprovada
692.845.037-10,441910******9467,2026-02-19,14:42:20,41.36,Spotify,Assinaturas,Presencial,PagSeguro,Aprovada
368.409.271-13,484495******2155,2026-06-07,12:22:21,17.93,Decathlon,Esportes,Online,Stone,Aprovada
516.387.240-08,428455******1831,2026-03-14,22:43:59,39.26,Decathlon,Esportes,Presencial,Getnet,Negada
427.850.396-29,467926******5132,2026-05-21,13:04:21,28.1,Loja Online X,E-commerce,Presencial,Getnet,Aprovada
258.349.017-60,482663******5390,2026-03-25,13:32:06,83.32,Google,Tecnologia,Presencial,PagSeguro,Aprovada
508.146.729-49,470122******9434,2026-06-13,21:34:52,20.84,iFood,Alimentação,Presencial,Rede,Aprovada
509.627.418-76,489112******6475,2026-02-16,05:04:21,111.17,Spotify,Assinaturas,Presencial,PagSeguro,Aprovada
421.956.708-94,448490******5914,2026-02-27,01:47:08,53.69,Carrefour,Supermercado,Online,Stone,Aprovada
027.153.864-35,475839******4991,2026-04-23,09:58:04,25.09,Mercado Livre,E-commerce,Presencial,Cielo,Aprovada
541.908.376-01,410476******0581,2026-03-13,07:16:44,20.18,Uber,Mobilidade,Presencial,Getnet,Aprovada
351.690.472-07,492921******0759,2026-05-08,09:45:46,34.73,Uber,Mobilidade,Online,Getnet,Aprovada
029.471.568-11,483271******5155,2026-04-02,01:12:31,62.09,Magalu,Varejo,Presencial,Getnet,Aprovada
084.359.712-79,497598******0584,2026-01-08,01:01:54,35.39,Shell,Combustível,Presencial,Getnet,Aprovada
317.529.046-99,479535******8770,2026-06-27,08:55:29,24.8,Spotify,Assinaturas,Online,Rede,Aprovada
934.825.607-65,404381******2932,2026-04-04,05:30:59,56.39,Loja Online X,E-commerce,Online,PagSeguro,Aprovada
583.096.147-48,417228******8876,2026-05-13,10:28:20,34.98,PlayStation,Games,Presencial,Cielo,Aprovada
214.973.860-04,448654******4147,2026-02-14,12:27:11,67.88,Spotify,Assinaturas,Presencial,Stone,Aprovada
915.307.248-05,463228******5047,2026-04-12,18:59:04,18.52,Apple,Tecnologia,Presencial,Rede,Aprovada
683.492.017-03,430408******0137,2026-04-25,14:42:09,11.15,Raia,Farmácia,Presencial,Stone,Aprovada
541.908.376-01,410476******0581,2026-05-18,14:32:32,66.74,Eletrônicos Y,Tecnologia,Presencial,Stone,Aprovada
926.175.483-09,455267******7042,2026-04-15,13:28:19,59.92,PlayStation,Games,Online,Stone,Aprovada
375.126.094-34,425402******4142,2026-04-17,20:42:54,61.67,Netshoes,Varejo,Presencial,PagSeguro,Aprovada
640.518.739-00,482456******5025,2026-05-14,21:19:20,12.51,Renner,Varejo,Presencial,Stone,Aprovada
621.985.074-20,467151******5579,2026-04-11,15:48:37,56.69,Renner,Varejo,Presencial,Stone,Aprovada
742.015.698-02,451265******5331,2026-03-23,09:01:08,28.03,Netshoes,Varejo,Presencial,Rede,Aprovada
691.348.527-19,405792******5893,2026-02-21,01:38:59,60.92,PlayStation,Games,Online,Cielo,Aprovada
029.357.416-25,483600******7433,2026-03-13,12:25:45,19.0,LATAM,Viagens,Presencial,Getnet,Aprovada
867.215.304-90,448400******8577,2026-01-23,12:06:10,64.55,Mercado Livre,E-commerce,Online,PagSeguro,Aprovada
659.078.243-10,439419******1298,2026-05-18,22:58:11,9.56,Pão de Açúcar,Supermercado,Presencial,Cielo,Aprovada
081.493.726-87,480717******6430,2026-02-25,10:39:15,52.04,Netshoes,Varejo,Presencial,Stone,Aprovada
059.843.267-10,459029******3289,2026-03-31,23:36:04,18.15,Magalu,Varejo,Presencial,Getnet,Aprovada
631.528.740-90,489852******4888,2026-01-27,14:38:05,10.3,Shell,Combustível,Presencial,Getnet,Aprovada
173.492.586-82,464417******2483,2026-02-05,05:29:35,24.24,Raia,Farmácia,Presencial,Stone,Aprovada
527.931.406-43,488701******2563,2026-03-04,05:02:34,64.61,Mercado Livre,E-commerce,Presencial,Cielo,Aprovada
